"id","score","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"9e3b52669d81dbf0d638a5f5d1d537c7087195d6",4,"When Neural Model Meets NL2Code: A Survey","This survey focuses on how does neural network (NN) solves NL2Code and proposes a comprehensive framework, which is able to cover all studies in this task, and in-depth parse the existing studies into this framework.","ArXiv",2022,"Daoguang Zan,Bei Chen,Fengji Zhang,Di Lu,Bingchao Wu,Bei Guan,Yongji Wang,Jian-Guang Lou",0,156,0,"https://www.semanticscholar.org/paper/9e3b52669d81dbf0d638a5f5d1d537c7087195d6"
"3d5463a16d85d9d1d0d8ebb4117a31aca3c240ff",3,"Fooling MOSS Detection with Pretrained Language Models","It is found that a student using GPT-J can complete introductory level programming assignments without triggering suspicion from MOSS, a widely used software similarity and plagiarism detection tool.","International Conference on Information and Knowledge Management",2022,"Stella Rose Biderman,Edward Raff",2,70,0,"https://www.semanticscholar.org/paper/3d5463a16d85d9d1d0d8ebb4117a31aca3c240ff"
"075b6fb7d3787953164eecc1bd2e13f97c9f3c44",3,"Fault-Aware Neural Code Rankers","C ODE R ANKER is a neural ranker that can predict the correctness of a sampled program without executing it and can signiﬁcantly increase the pass@1 accuracy of various code generation models on APPS, HumanEval, and MBPP datasets.","ArXiv",2022,"J. Inala,Chenglong Wang,Mei Yang,Andrés Codas,Mark Encarnaci'on,Shuvendu K. Lahiri,M. Musuvathi,Jianfeng Gao",6,41,2,"https://www.semanticscholar.org/paper/075b6fb7d3787953164eecc1bd2e13f97c9f3c44"
"a08a3b08a5a1de6462a7da2906b1cd81691d6c18",3,"CERT: Continual Pre-Training on Sketches for Library-Oriented Code Generation","This paper investigates how to leverage an unlabelled code corpus to train a model for library-oriented code generation, and observes that library- oriented code snippets are more likely to share similar code sketches.","International Joint Conference on Artificial Intelligence",2022,"Daoguang Zan,Bei Chen,Dejian Yang,Zeqi Lin,Minsu Kim,Bei Guan,Yongji Wang,Weizhu Chen,Jian-Guang Lou",4,27,0,"https://www.semanticscholar.org/paper/a08a3b08a5a1de6462a7da2906b1cd81691d6c18"
"876eb375cb7b365475040046df669c039ad54202",3,"CodeT: Code Generation with Generated Tests","A novel method, C ODE T, leverages the same pre-trained language models to test cases for the code samples, thus reducing the human effort and increasing the coverage of the test scenarios, achieving remarkable and consistent gains across different models and benchmarks.","ArXiv",2022,"Bei Chen,Fengji Zhang,A. Nguyen,Daoguang Zan,Zeqi Lin,Jian-Guang Lou,Weizhu Chen",10,40,3,"https://www.semanticscholar.org/paper/876eb375cb7b365475040046df669c039ad54202"
"780f7eebde16b1ae5843df3a79a7772899ef6a71",3,"MultiPL-E: A Scalable and Extensible Approach to Benchmarking Neural Code Generation","This work creates the first massively multilingual code generation benchmark by using MultiPL-E to translate two popular Python code generation benchmarks to 18 additional programming languages and evaluates the multi-language performance of three state-of-the-art code generation models.","",2022,"Federico Cassano,John Gouwar,Daniel Nguyen,S. Nguyen,Luna Phipps-Costin,Donald Pinckney,Ming-Ho Yee,Yangtian Zi,Carolyn Jane Anderson,Molly Q. Feldman,Arjun Guha,M. Greenberg,Abhinav Jangda",0,42,0,"https://www.semanticscholar.org/paper/780f7eebde16b1ae5843df3a79a7772899ef6a71"
"1b4c19168410fb2690d285b205ab2281793db81a",3,"A Scalable and Extensible Approach to Benchmarking NL2Code for 18 Programming Languages","It is shown that on several languages, Codex matches and even exceeds its performance on Python, and a general approach is described for easily adding support for new benchmarks and languages to MultiPL-E, the first multi-language parallel benchmark for natural-language-to-code-generation.","ArXiv",2022,"Federico Cassano,John Gouwar,Daniel Nguyen,S. Nguyen,Luna Phipps-Costin,Donald Pinckney,Ming-Ho Yee,Yangtian Zi,Carolyn Jane Anderson,Molly Q. Feldman,Arjun Guha,M. Greenberg,Abhinav Jangda",2,27,0,"https://www.semanticscholar.org/paper/1b4c19168410fb2690d285b205ab2281793db81a"
"6032212d5790b6a580d68d469a9895aad6238c89",3,"Diverse Title Generation for Stack Overflow Posts with Multiple Sampling Enhanced Transformer","A novel approach to automatically generate multiple post titles from the given code snippets, using the maximal marginal multiple nucleus sampling strategy to generate multiple high-quality and diverse title candidates at a time for the developers to choose from.","ArXiv",2022,"Fengji Zhang,Jin Liu,Yao Wan,Xiao Yu,Xiao Liu,J. Keung",0,56,0,"https://www.semanticscholar.org/paper/6032212d5790b6a580d68d469a9895aad6238c89"
"0b340dd78fd04bbde2807d5efedb796d319355e3",3,"Piloting Copilot and Codex: Hot Temperature, Cold Prompts, or Black Magic?","Investigation of the various input parameters of two language models shows that varying the input parameters can improve the performance of language models, but there is a tight dependency when varying the temperature, the prompt and the number of generated solutions, making potentially hard to properly control the parameters to obtain an optimal result.","ArXiv",2022,"Jean-Baptiste Döderlein,M. Acher,D. Khelladi,B. Combemale",0,45,0,"https://www.semanticscholar.org/paper/0b340dd78fd04bbde2807d5efedb796d319355e3"
"cba98048f3e85a974c287b271692bf6c197db940",3,"Aligning Offline Metrics and Human Judgments of Value of AI-Pair Programmers","A simple hybrid metric is proposed, which combines functional correctness and similarity- based metrics to capture different dimensions of what programmers might value and shows that this hybrid metric more accurately captures effort.","ArXiv",2022,"Victor C. Dibia,Adam Fourney,Gagan Bansal,Forough Poursabzi-Sangdeh,Han Liu,Saleema Amershi",1,32,0,"https://www.semanticscholar.org/paper/cba98048f3e85a974c287b271692bf6c197db940"
